id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MS4A5	3	0.94323	0.94343	1.0	15335	0	0.12536	0.60042	0.62124	1.0	10614	1	0.12536
C2orf73	6	0.94329	0.943	1.0	15336	0	0.18921	0.036824	0.11614	0.89286	1750	4	0.18921
RNF14	4	0.94336	0.94325	1.0	15337	0	0.35314	0.038735	0.10012	0.883738	1813	3	0.35314
CCNF	4	0.94338	0.94327	1.0	15338	0	0.23488	0.10797	0.22934	0.958486	3789	3	0.23488
USP13	4	0.94359	0.94347	1.0	15339	0	0.18679	0.2303	0.37593	0.984113	6140	2	0.18679
BCL11B	4	0.94371	0.9436	1.0	15340	0	0.37498	0.0044102	0.015408	0.816307	280	3	0.37498
ZBP1	6	0.94377	0.94347	1.0	15341	0	0.21409	0.042533	0.12876	0.907237	1967	4	0.21409
ATP5J2-PTCD	2	0.9439	0.94379	1.0	15342	0	0.50588	0.0561	0.099469	0.883738	2392	2	0.50588
TSKS	4	0.94396	0.94384	1.0	15343	0	0.19266	0.087639	0.19294	0.938671	3276	3	0.19266
FEM1C	4	0.94398	0.94386	1.0	15344	0	0.074579	0.099654	0.21461	0.948343	3573	1	0.074579
IL2RG	3	0.94398	0.94421	1.0	15345	0	0.20576	0.135	0.23044	0.958486	4471	2	0.20576
MPPED2	4	0.94413	0.94402	1.0	15346	0	0.2221	0.054108	0.13017	0.909331	2336	3	0.2221
ASB12	4	0.94415	0.94403	1.0	15347	0	0.59581	0.0070491	0.024061	0.816307	442	3	0.59581
CAMP	6	0.94417	0.94387	1.0	15348	0	0.13002	0.30404	0.51244	1.0	7302	3	0.13002
AFTPH	6	0.94424	0.94393	1.0	15349	0	0.17453	0.065985	0.17888	0.933361	2688	4	0.17453
ZBED2	3	0.94424	0.94445	1.0	15350	0	0.21949	0.27395	0.40466	0.991571	6847	2	0.21949
LRRC5	2	0.94428	0.94417	1.0	15351	0	0.50101	0.052472	0.093314	0.883738	2280	2	0.50101
ENPP	11	0.94431	0.97532	1.0	15352	2	0.12176	0.033807	0.13346	0.91276	1637	6	0.12176
ZNF669	4	0.94431	0.94419	1.0	15353	0	0.34818	0.0020353	0.0072843	0.726122	156	3	0.34818
TFEC	4	0.94435	0.94423	1.0	15354	0	0.10983	0.21948	0.36512	0.983597	5962	2	0.10983
TRPM1	5	0.94436	0.94446	1.0	15355	0	0.1055	0.11482	0.25188	0.964015	3984	3	0.1055
MYPN	3	0.94444	0.94463	1.0	15356	0	0.27008	0.075022	0.15209	0.921743	2974	2	0.27008
DEPDC	6	0.94444	0.94412	1.0	15357	0	0.12001	0.10517	0.25742	0.964015	3724	3	0.12001
ADAM21	2	0.94446	0.94437	1.0	15358	0	0.40114	0.055539	0.098549	0.883738	2376	2	0.40114
ZCWPW	5	0.94448	0.94459	1.0	15359	0	0.34238	0.052223	0.14613	0.921743	2275	3	0.34238
MPD	4	0.94455	0.94441	1.0	15360	0	0.19726	0.051422	0.12486	0.902908	2260	3	0.19726
ARS	7	0.94457	0.946	1.0	15361	1	0.079137	0.13999	0.32449	0.980697	4588	3	0.079137
SNAI	4	0.94472	0.94458	1.0	15362	0	0.25482	0.089276	0.19593	0.939445	3322	2	0.25482
LEMD	8	0.94476	0.95264	1.0	15363	1	0.21816	0.028842	0.10829	0.884418	1446	6	0.21816
ARHGEF4	3	0.9448	0.945	1.0	15364	0	0.087875	0.31247	0.44362	0.998811	7410	1	0.087875
NT5DC3	4	0.94484	0.94469	1.0	15365	0	0.18407	0.1144	0.24065	0.9605	3974	2	0.18407
ACTN4	3	0.94486	0.94506	1.0	15366	0	0.15178	0.24036	0.36336	0.983597	6317	2	0.15178
C4orf4	4	0.9449	0.94473	1.0	15367	0	0.097933	0.0096733	0.032404	0.816307	603	1	0.097933
PEBP1	2	0.94495	0.94487	1.0	15368	0	0.27257	0.055047	0.097724	0.883738	2370	2	0.27257
ZNF211	6	0.94497	0.94466	1.0	15369	0	0.12138	0.13426	0.31137	0.978268	4458	3	0.12138
LRRFIP	4	0.94509	0.94496	1.0	15370	0	0.12268	0.13368	0.27388	0.967777	4444	2	0.12268
MAGEB1	2	0.94511	0.94502	1.0	15371	0	0.22353	0.054894	0.097457	0.883738	2363	2	0.22353
UCMA	3	0.94524	0.94546	1.0	15372	0	0.3385	0.073175	0.14966	0.921743	2907	2	0.3385
AGGF1	4	0.94527	0.94514	1.0	15373	0	0.32703	0.053793	0.12955	0.909017	2324	3	0.32703
MICU1	8	0.94533	0.95294	1.0	15374	1	0.030991	0.031809	0.11726	0.894097	1567	2	0.030991
IL13RA	4	0.94534	0.94522	1.0	15375	0	0.27332	0.034916	0.09241	0.881577	1679	3	0.27332
SCML2	2	0.94537	0.94528	1.0	15376	0	0.25739	0.054631	0.096993	0.883738	2354	2	0.25739
INSM2	2	0.94538	0.94529	1.0	15377	0	0.33724	0.054623	0.096983	0.883738	2352	2	0.33724
KLF3	3	0.94542	0.94564	1.0	15378	0	0.24397	0.1121	0.20087	0.940362	3907	2	0.24397
KCNB1	3	0.94544	0.94565	1.0	15379	0	0.16881	0.21741	0.33488	0.98246	5924	2	0.16881
PNLIP	4	0.94548	0.94536	1.0	15380	0	0.038975	0.42906	0.57639	1.0	8846	1	0.038975
ALPPL2	4	0.94553	0.94541	1.0	15381	0	0.23845	0.032015	0.086535	0.872564	1579	3	0.23845
ANTXR1	6	0.94559	0.9453	1.0	15382	0	0.10078	0.061795	0.17018	0.926478	2577	3	0.10078
ARL5	3	0.94561	0.94582	1.0	15383	0	0.15542	0.11655	0.20655	0.945611	4014	2	0.15542
MMP9	4	0.94572	0.94561	1.0	15384	0	0.15142	0.31733	0.46341	1.0	7470	2	0.15142
RGS18	5	0.94573	0.94585	1.0	15385	0	0.091835	0.43372	0.59542	1.0	8906	2	0.091835
MSH3	4	0.94579	0.94567	1.0	15386	0	0.3086	0.10632	0.22642	0.957625	3753	2	0.3086
HAPLN1	4	0.94586	0.94576	1.0	15387	0	0.24862	0.10273	0.21998	0.952956	3657	3	0.24862
PDLIM4	4	0.94588	0.94578	1.0	15388	0	0.27938	0.025027	0.072215	0.857746	1293	3	0.27938
C1orf150	2	0.94589	0.9458	1.0	15389	0	0.42981	0.054114	0.096117	0.883738	2337	2	0.42981
FGF4	4	0.94589	0.94578	1.0	15390	0	0.16114	0.11114	0.23496	0.958486	3876	2	0.16114
DOCK8	5	0.94601	0.94611	1.0	15391	0	0.0029856	0.57087	0.7113	1.0	10308	1	0.0029856
MAGEC1	2	0.94608	0.94599	1.0	15392	0	0.48948	0.053918	0.095759	0.883738	2330	2	0.48948
MDGA1	3	0.94612	0.94633	1.0	15393	0	0.24331	0.20208	0.31591	0.978268	5659	2	0.24331
MLNR	3	0.94614	0.94636	1.0	15394	0	0.29841	0.10403	0.19033	0.937961	3693	2	0.29841
LEFTY1	2	0.94621	0.94611	1.0	15395	0	0.28337	0.053795	0.095559	0.883738	2325	2	0.28337
CKMT1	2	0.94627	0.94618	1.0	15396	0	0.35001	0.05373	0.095437	0.883738	2322	2	0.35001
RAP2	4	0.94639	0.94628	1.0	15397	0	0.3025	0.029072	0.08056	0.86764	1461	3	0.3025
SERPIND	4	0.94644	0.94634	1.0	15398	0	0.038421	0.80901	0.81019	1.0	13147	1	0.038421
C3orf1	6	0.94645	0.94614	1.0	15399	0	0.080963	0.23687	0.4351	0.99382	6255	3	0.080963
KRT	1	0.94653	0.94679	1.0	15400	0	0.42396	0.053467	0.053464	0.846176	2317	1	0.42396
AK2	2	0.94656	0.94647	1.0	15401	0	0.31832	0.053441	0.094934	0.883738	2315	2	0.31832
IGIP	2	0.94662	0.94654	1.0	15402	0	0.25319	0.053376	0.09483	0.883738	2313	2	0.25319
RPE65	4	0.94664	0.94654	1.0	15403	0	0.2883	0.0045811	0.01599	0.816307	290	3	0.2883
CNIH3	5	0.94667	0.94676	1.0	15404	0	0.22104	0.021014	0.06718	0.857746	1132	3	0.22104
PPP1R21	2	0.9467	0.94661	1.0	15405	0	0.23034	0.053303	0.094717	0.883738	2310	2	0.23034
SEC11C	2	0.94676	0.94669	1.0	15406	0	0.33453	0.053239	0.094618	0.883738	2309	2	0.33453
SLC35G5	2	0.94685	0.94679	1.0	15407	0	0.45756	0.053145	0.094449	0.883738	2305	2	0.45756
MOSPD2	4	0.9469	0.94681	1.0	15408	0	0.25642	0.081248	0.18146	0.933787	3119	3	0.25642
DACH1	4	0.94692	0.94683	1.0	15409	0	0.11802	0.11808	0.24705	0.960948	4060	3	0.11802
VPS37B	3	0.94695	0.94718	1.0	15410	0	0.16332	0.24315	0.36678	0.983597	6351	2	0.16332
JAKMIP3	4	0.947	0.94692	1.0	15411	0	0.40461	0.056614	0.13496	0.913587	2408	3	0.40461
CACNA1E	4	0.94701	0.94693	1.0	15412	0	0.1357	0.067728	0.15626	0.921743	2747	3	0.1357
CHRNB3	2	0.94703	0.94696	1.0	15413	0	0.48479	0.042295	0.076196	0.857746	1957	2	0.48479
ATL3	3	0.94705	0.94728	1.0	15414	0	0.36909	0.03519	0.087167	0.872564	1686	2	0.36909
PYY	4	0.94709	0.94701	1.0	15415	0	0.26064	0.1514	0.29625	0.97762	4763	2	0.26064
THBS2	3	0.9473	0.94755	1.0	15416	0	0.32215	0.030098	0.075581	0.857746	1503	2	0.32215
SPR	7	0.94734	0.94828	1.0	15417	1	0.04158	0.40029	0.62163	1.0	8503	3	0.04158
FBXW10	4	0.94735	0.94727	1.0	15418	0	0.31453	0.010187	0.033998	0.823432	620	3	0.31453
PAGE1	3	0.94738	0.94764	1.0	15419	0	0.17035	0.2341	0.35562	0.982573	6204	2	0.17035
POU4F2	6	0.94746	0.94719	1.0	15420	0	0.35818	0.01427	0.053586	0.846176	841	4	0.35818
IL17RB	4	0.9476	0.94752	1.0	15421	0	0.20206	0.18446	0.32971	0.98246	5353	2	0.20206
IL4	8	0.94776	0.9543	1.0	15422	1	0.14277	0.036671	0.12934	0.908133	1740	4	0.14277
MX2	3	0.94787	0.94813	1.0	15423	0	0.21818	0.2079	0.32315	0.980576	5764	2	0.21818
PITPNM3	3	0.94791	0.94816	1.0	15424	0	0.25498	0.17383	0.28021	0.970586	5161	2	0.25498
CRIP3	3	0.94797	0.94823	1.0	15425	0	0.20949	0.17022	0.27562	0.968605	5102	2	0.20949
MCF	4	0.94805	0.94797	1.0	15426	0	0.056479	0.43434	0.58169	1.0	8918	1	0.056479
PEX19	4	0.94809	0.94801	1.0	15427	0	0.16593	0.19476	0.34015	0.982573	5529	2	0.16593
MORC3	3	0.94813	0.94839	1.0	15428	0	0.26964	0.025741	0.065454	0.857746	1325	2	0.26964
GLB1L	3	0.94817	0.94842	1.0	15429	0	0.25098	0.13648	0.23233	0.958486	4507	2	0.25098
DIO	4	0.94836	0.94826	1.0	15430	0	0.14877	0.12202	0.25384	0.964015	4152	3	0.14877
STOX2	3	0.94844	0.94867	1.0	15431	0	0.47955	0.1637	0.26736	0.967082	4992	2	0.47955
DLK1	2	0.94846	0.94836	1.0	15432	0	0.42065	0.051538	0.091723	0.880353	2262	2	0.42065
OR2T12	2	0.9486	0.94849	1.0	15433	0	0.36758	0.051404	0.091506	0.880353	2259	2	0.36758
UACA	2	0.9486	0.9485	1.0	15434	0	0.36504	0.037646	0.068102	0.857746	1777	2	0.36504
OR7A5	2	0.9487	0.94859	1.0	15435	0	0.26612	0.051305	0.091335	0.880326	2256	2	0.26612
MAP1LC3A	3	0.9487	0.94893	1.0	15436	0	0.24994	0.19453	0.30652	0.978268	5525	2	0.24994
GPC3	4	0.94888	0.9488	1.0	15437	0	0.22136	0.039908	0.10245	0.883738	1854	3	0.22136
SORBS	6	0.94894	0.9487	1.0	15438	0	0.10435	0.11315	0.27278	0.967777	3932	3	0.10435
HFM1	4	0.94908	0.94898	1.0	15439	0	0.4274	0.0019731	0.0070661	0.712901	153	3	0.4274
SYNPO2	5	0.94909	0.9492	1.0	15440	0	0.16969	0.040948	0.11871	0.894128	1898	3	0.16969
SLAMF9	4	0.94915	0.94905	1.0	15441	0	0.25631	0.037163	0.096957	0.883738	1761	3	0.25631
PRAMEF12	5	0.94915	0.94925	1.0	15442	0	0.051216	0.37025	0.54386	1.0	8134	2	0.051216
ENTPD	9	0.94915	0.96299	1.0	15443	1	0.032303	0.0035797	0.019307	0.816307	239	3	0.032303
IL15RA	5	0.94916	0.94927	1.0	15444	0	0.24591	0.088571	0.21151	0.94702	3303	3	0.24591
STYXL	4	0.9492	0.94911	1.0	15445	0	0.20057	0.12831	0.26465	0.96555	4311	3	0.20057
CCDC152	4	0.94921	0.94912	1.0	15446	0	0.091724	0.70349	0.73098	1.0	11776	1	0.091724
PIGZ	4	0.94924	0.94914	1.0	15447	0	0.38648	0.019938	0.06159	0.85499	1093	3	0.38648
STEAP4	6	0.94926	0.94903	1.0	15448	0	0.016083	0.94076	0.94051	1.0	15104	0	0.016083
PTGER4	6	0.94928	0.94905	1.0	15449	0	-0.042636	0.93203	0.93177	1.0	14974	1	-0.042636
KCNK1	6	0.94931	0.94908	1.0	15450	0	0.19663	0.054724	0.15512	0.921743	2356	4	0.19663
CPED1	4	0.94931	0.94923	1.0	15451	0	0.35951	0.021884	0.065639	0.857746	1166	3	0.35951
SSR3	4	0.94933	0.94925	1.0	15452	0	0.14472	0.12273	0.25507	0.964015	4169	3	0.14472
MSL3	7	0.94937	0.94997	1.0	15453	1	0.10058	0.12322	0.29688	0.97762	4177	3	0.10058
KRT36	4	0.94947	0.94938	1.0	15454	0	0.43167	0.0072794	0.024826	0.816307	451	3	0.43167
CYP2A7	4	0.94948	0.94939	1.0	15455	0	0.073717	0.33861	0.48486	1.0	7731	2	0.073717
WRN	3	0.94951	0.94974	1.0	15456	0	0.23888	0.16785	0.27266	0.967777	5066	2	0.23888
KCNIP1	5	0.94952	0.94959	1.0	15457	0	0.14491	0.19654	0.37121	0.983597	5556	3	0.14491
GIF	4	0.94954	0.94945	1.0	15458	0	0.043004	0.77697	0.78324	1.0	12715	1	0.043004
TNFRSF11A	3	0.94966	0.94987	1.0	15459	0	0.34027	0.091835	0.17439	0.928597	3384	2	0.34027
GABRG2	3	0.94968	0.94988	1.0	15460	0	0.11775	0.15106	0.25105	0.964015	4760	2	0.11775
CYP2D6	4	0.94968	0.94957	1.0	15461	0	0.045673	0.81722	0.81762	1.0	13284	1	0.045673
CNPY4	3	0.94973	0.94994	1.0	15462	0	0.42066	0.022433	0.057555	0.851713	1181	2	0.42066
CMTM5	6	0.9498	0.94957	1.0	15463	0	0.37807	0.0062074	0.025966	0.816307	387	4	0.37807
NAA16	4	0.94986	0.94976	1.0	15464	0	0.22994	0.069917	0.16042	0.922271	2814	3	0.22994
SIPA1L1	4	0.94987	0.94976	1.0	15465	0	0.21482	0.10127	0.21745	0.950336	3619	3	0.21482
C1QL2	5	0.94988	0.94994	1.0	15466	0	0.060994	0.10584	0.23821	0.959414	3736	1	0.060994
FBXO16	5	0.94992	0.94999	1.0	15467	0	0.11959	0.21277	0.39378	0.98894	5849	3	0.11959
UGT2A1	3	0.94992	0.95014	1.0	15468	0	0.24662	0.040763	0.09966	0.883738	1887	2	0.24662
CCL25	4	0.94993	0.94983	1.0	15469	0	0.16266	0.14016	0.28482	0.970586	4593	3	0.16266
GRAMD1A	4	0.94995	0.94985	1.0	15470	0	0.12509	0.11138	0.2354	0.958486	3887	2	0.12509
SLC15A4	3	0.94998	0.95022	1.0	15471	0	0.20801	0.16918	0.27433	0.967777	5087	2	0.20801
LIPF	7	0.94999	0.9505	1.0	15472	1	0.11118	0.016651	0.064764	0.857746	950	2	0.11118
ZNF599	4	0.95001	0.94991	1.0	15473	0	0.43256	0.030608	0.083666	0.86764	1519	3	0.43256
SOX6	3	0.95007	0.9503	1.0	15474	0	0.14279	0.19248	0.30398	0.97762	5488	2	0.14279
C2CD4B	2	0.95023	0.95017	1.0	15475	0	0.34697	0.049768	0.088803	0.875625	2213	2	0.34697
PJA1	4	0.95024	0.95015	1.0	15476	0	0.24008	0.054578	0.13108	0.911641	2351	3	0.24008
LRP10	3	0.95024	0.95049	1.0	15477	0	0.42899	0.098203	0.18274	0.934198	3533	2	0.42899
CACNA1F	3	0.95027	0.95054	1.0	15478	0	0.097218	0.25978	0.38733	0.987252	6618	2	0.097218
HM13	4	0.95029	0.95021	1.0	15479	0	0.11025	0.10834	0.22999	0.958486	3799	2	0.11025
KRT27	3	0.9503	0.95056	1.0	15480	0	0.31685	0.12351	0.21555	0.948343	4186	2	0.31685
GDF10	4	0.95031	0.95023	1.0	15481	0	0.14071	0.42732	0.57459	1.0	8821	2	0.14071
STAB2	4	0.95039	0.95031	1.0	15482	0	0.17015	0.24347	0.38902	0.988254	6358	2	0.17015
TBC1D	6	0.95044	0.95022	1.0	15483	0	0.31828	0.00046434	0.0024352	0.614054	45	4	0.31828
IFT80	6	0.95052	0.95029	1.0	15484	0	0.22245	0.093048	0.23387	0.958486	3409	4	0.22245
CLEC12B	3	0.95053	0.95079	1.0	15485	0	0.25944	0.10688	0.19407	0.939445	3766	2	0.25944
C3orf26	4	0.95057	0.95049	1.0	15486	0	0.2171	0.097232	0.21027	0.94702	3505	3	0.2171
ZCCHC16	2	0.95071	0.95065	1.0	15487	0	0.3708	0.046354	0.083053	0.86764	2121	2	0.3708
NAT8	2	0.95072	0.95066	1.0	15488	0	0.35736	0.049281	0.087967	0.874238	2197	2	0.35736
DEPDC1B	3	0.95079	0.95107	1.0	15489	0	0.12322	0.20416	0.31853	0.97906	5690	2	0.12322
CEP112	3	0.95085	0.95113	1.0	15490	0	0.24371	0.16883	0.27389	0.967777	5077	2	0.24371
MRE11A	3	0.95093	0.95121	1.0	15491	0	0.31393	0.024602	0.062736	0.855341	1278	2	0.31393
ZFP36L2	5	0.95097	0.95104	1.0	15492	0	0.18596	0.1896	0.36148	0.983597	5437	3	0.18596
SSR	6	0.95101	0.95079	1.0	15493	0	0.2131	0.10331	0.25388	0.964015	3674	4	0.2131
HECW1	4	0.95118	0.95109	1.0	15494	0	0.09233	0.73135	0.7496	1.0	12122	1	0.09233
ACIN1	3	0.95125	0.95154	1.0	15495	0	0.20149	0.14369	0.24164	0.9605	4652	2	0.20149
MCM8	3	0.95129	0.95158	1.0	15496	0	0.23615	0.24768	0.37238	0.983597	6418	2	0.23615
NAGK	3	0.95135	0.95165	1.0	15497	0	0.27991	0.16542	0.26955	0.967179	5025	2	0.27991
FAM150B	4	0.95135	0.95126	1.0	15498	0	0.18856	0.081701	0.18229	0.934198	3128	3	0.18856
GAS7	5	0.95137	0.95145	1.0	15499	0	0.074426	0.85068	0.85735	1.0	13742	1	0.074426
TRAK1	5	0.95152	0.95161	1.0	15500	0	0.3593	0.0022767	0.0098817	0.793073	174	4	0.3593
KAZALD1	4	0.95153	0.95144	1.0	15501	0	0.31994	0.013726	0.044835	0.832426	814	3	0.31994
PSP	2	0.95153	0.95147	1.0	15502	0	0.49201	0.048467	0.086591	0.872564	2176	2	0.49201
IGSF9	6	0.95154	0.95136	1.0	15503	0	0.14008	0.11451	0.2754	0.968605	3978	4	0.14008
GLYATL1	5	0.9516	0.95169	1.0	15504	0	0.039151	0.49783	0.64867	1.0	9560	2	0.039151
NOX3	3	0.95162	0.95192	1.0	15505	0	0.23648	0.20306	0.31713	0.978268	5670	2	0.23648
TRIM5	3	0.95165	0.95195	1.0	15506	0	0.20249	0.045622	0.11029	0.885694	2097	2	0.20249
TRAF3IP2	7	0.95169	0.952	1.0	15507	1	0.035215	0.23318	0.46301	1.0	6189	3	0.035215
SLC25A13	4	0.95177	0.95166	1.0	15508	0	0.15528	0.09758	0.21089	0.94702	3518	2	0.15528
ZNF775	3	0.95185	0.95214	1.0	15509	0	0.33701	0.048155	0.11582	0.89281	2171	3	0.33701
RAB13	4	0.952	0.95188	1.0	15510	0	0.14355	0.13815	0.28146	0.970586	4539	2	0.14355
NTF3	4	0.95203	0.95192	1.0	15511	0	0.20679	0.068104	0.15696	0.921782	2759	3	0.20679
FAM89A	6	0.95214	0.95198	1.0	15512	0	0.22336	0.072759	0.19286	0.938671	2891	3	0.22336
TRIM2	11	0.95231	0.97815	1.0	15513	1	0.088764	0.31408	0.60312	1.0	7430	4	0.088764
TYR	4	0.95231	0.95221	1.0	15514	0	0.24337	0.07313	0.16642	0.925081	2903	3	0.24337
HS1BP3	5	0.95232	0.95241	1.0	15515	0	0.079463	0.52496	0.67171	1.0	9804	2	0.079463
CB	4	0.95233	0.95222	1.0	15516	0	0.075067	0.16981	0.31488	0.978268	5097	1	0.075067
SLC5A11	3	0.95237	0.95269	1.0	15517	0	0.24971	0.039719	0.097308	0.883738	1845	3	0.24971
C1QTNF9	3	0.95239	0.95271	1.0	15518	0	0.27962	0.047611	0.11464	0.892553	2157	3	0.27962
SYT13	4	0.9524	0.95228	1.0	15519	0	0.25663	0.042075	0.10668	0.884418	1950	3	0.25663
FLI1	4	0.95241	0.9523	1.0	15520	0	0.21526	0.125	0.25896	0.964015	4225	2	0.21526
ZNF296	3	0.95243	0.95275	1.0	15521	0	0.17958	0.047565	0.11454	0.892505	2154	3	0.17958
SPO11	3	0.95247	0.95279	1.0	15522	0	0.2087	0.0099641	0.026744	0.816307	615	3	0.2087
RLBP1	3	0.9525	0.95281	1.0	15523	0	0.27166	0.047501	0.1144	0.892505	2152	3	0.27166
IFNAR	4	0.95251	0.95239	1.0	15524	0	0.20303	0.034255	0.091103	0.879188	1667	3	0.20303
PRG3	4	0.95273	0.95261	1.0	15525	0	0.20519	0.050097	0.12228	0.899295	2223	3	0.20519
NKIRAS2	2	0.95276	0.9527	1.0	15526	0	0.45476	0.047238	0.084574	0.86764	2147	2	0.45476
UEVLD	5	0.95286	0.95296	1.0	15527	0	0.23389	0.0095812	0.035447	0.823432	598	4	0.23389
CEACAM	7	0.95304	0.95326	1.0	15528	1	0.13449	0.31994	0.54625	1.0	7497	3	0.13449
NEUROD6	2	0.95311	0.95303	1.0	15529	0	0.45893	0.046892	0.083977	0.86764	2138	2	0.45893
ADHFE1	3	0.95321	0.95353	1.0	15530	0	0.20816	0.046792	0.11287	0.889932	2136	3	0.20816
PSG	5	0.95325	0.95336	1.0	15531	0	0.2394	0.075025	0.19013	0.937961	2975	3	0.2394
UNC119	7	0.95329	0.9535	1.0	15532	1	0.11717	0.34249	0.56756	1.0	7779	3	0.11717
C9orf62	4	0.95333	0.9532	1.0	15533	0	0.17515	0.27327	0.41907	0.993386	6835	2	0.17515
PPM1E	3	0.95346	0.95378	1.0	15534	0	0.26192	0.046543	0.11234	0.889932	2128	3	0.26192
ASIC4	6	0.95352	0.95338	1.0	15535	0	0.13316	0.17495	0.36137	0.983597	5183	3	0.13316
CRYGN	3	0.95355	0.95388	1.0	15536	0	0.18031	0.046452	0.11214	0.889492	2126	3	0.18031
OR52J3	2	0.95357	0.95352	1.0	15537	0	0.41083	0.046434	0.083191	0.86764	2124	2	0.41083
SGPP2	5	0.95357	0.95371	1.0	15538	0	0.52788	0.00059043	0.002672	0.614054	55	4	0.52788
CCDC110	2	0.95361	0.95356	1.0	15539	0	0.35839	0.046394	0.083111	0.86764	2122	2	0.35839
SPIRE1	4	0.95365	0.95354	1.0	15540	0	0.26288	0.01048	0.03489	0.823432	632	3	0.26288
GH2	2	0.95366	0.95362	1.0	15541	0	0.20543	0.04634	0.083037	0.86764	2120	2	0.20543
CD163L1	4	0.95383	0.95372	1.0	15542	0	0.13054	0.39359	0.54028	1.0	8419	2	0.13054
OR10J1	3	0.9539	0.95423	1.0	15543	0	0.45491	0.019345	0.049972	0.845052	1068	3	0.45491
RBM46	3	0.95392	0.95426	1.0	15544	0	0.28662	0.046081	0.1113	0.886631	2113	3	0.28662
CMTM6	4	0.95392	0.9538	1.0	15545	0	0.15066	0.087416	0.19255	0.938671	3268	2	0.15066
SCLT1	4	0.95397	0.95385	1.0	15546	0	0.20645	0.21641	0.36202	0.983597	5910	2	0.20645
ING5	2	0.95402	0.95399	1.0	15547	0	0.49526	0.045978	0.082454	0.86764	2109	2	0.49526
OPTC	6	0.95405	0.95392	1.0	15548	0	0.14279	0.22783	0.42449	0.993386	6100	3	0.14279
CXorf5	6	0.95407	0.95393	1.0	15549	0	0.045397	0.20159	0.39349	0.98894	5654	3	0.045397
CRELD	4	0.95407	0.95394	1.0	15550	0	0.071441	0.2586	0.40427	0.991571	6606	1	0.071441
DNAJB6	2	0.9541	0.95406	1.0	15551	0	0.25804	0.045904	0.082335	0.86764	2107	2	0.25804
SLC25A30	3	0.9541	0.95444	1.0	15552	0	0.19477	0.045904	0.1109	0.886631	2106	3	0.19477
IGFALS	4	0.95413	0.95401	1.0	15553	0	0.24202	0.040595	0.1038	0.883738	1881	3	0.24202
MBNL	4	0.95417	0.95404	1.0	15554	0	0.13242	0.21314	0.35876	0.982573	5857	2	0.13242
BB	3	0.95439	0.95472	1.0	15555	0	0.11899	0.04561	0.11027	0.885694	2096	3	0.11899
RECQ	2	0.9544	0.95438	1.0	15556	0	0.27652	0.045604	0.081797	0.86764	2095	2	0.27652
KRTAP5-2	2	0.9544	0.95439	1.0	15557	0	0.39779	0.045597	0.081781	0.86764	2094	2	0.39779
RALA	2	0.95446	0.95444	1.0	15558	0	0.28581	0.045537	0.081679	0.86764	2092	2	0.28581
KLHL4	3	0.95469	0.95503	1.0	15559	0	0.12291	0.045306	0.10961	0.884897	2080	3	0.12291
CDADC1	3	0.95475	0.95509	1.0	15560	0	0.17913	0.045253	0.10948	0.884827	2078	3	0.17913
C3orf78	4	0.95477	0.95461	1.0	15561	0	0.19717	0.12645	0.26144	0.964015	4264	3	0.19717
ROBO2	3	0.95479	0.95514	1.0	15562	0	0.1756	0.045211	0.10939	0.884827	2077	3	0.1756
OR10H5	2	0.95482	0.9548	1.0	15563	0	0.51059	0.036574	0.06627	0.857746	1737	2	0.51059
C1orf65	3	0.95497	0.9553	1.0	15564	0	0.55194	0.0069556	0.018991	0.816307	433	3	0.55194
ACTL9	2	0.95497	0.95496	1.0	15565	0	0.30938	0.045025	0.080854	0.86764	2072	2	0.30938
FAM81A	3	0.95504	0.95537	1.0	15566	0	0.27629	0.044962	0.10888	0.884827	2068	3	0.27629
MDP1	4	0.95512	0.95498	1.0	15567	0	0.3871	0.012217	0.040213	0.832426	738	3	0.3871
RORC	6	0.95513	0.95501	1.0	15568	0	0.13785	0.079154	0.206	0.945611	3070	3	0.13785
PCDH10	4	0.95518	0.95505	1.0	15569	0	0.27456	0.073496	0.16709	0.925081	2924	3	0.27456
CD69	2	0.95519	0.95518	1.0	15570	0	0.37042	0.044807	0.080517	0.86764	2065	2	0.37042
FAM89B	6	0.9552	0.95508	1.0	15571	0	0.09747	0.28962	0.49616	1.0	7092	3	0.09747
FBLN	3	0.95522	0.95554	1.0	15572	0	0.2382	0.044784	0.10851	0.884418	2063	3	0.2382
SLC2A9	1	0.95527	0.95546	1.0	15573	0	0.57863	0.044727	0.044697	0.832426	2061	1	0.57863
C14orf12	6	0.9553	0.95519	1.0	15574	0	0.034223	0.3737	0.5902	1.0	8182	2	0.034223
REEP3	3	0.95539	0.95571	1.0	15575	0	0.3893	0.044613	0.10813	0.884418	2058	3	0.3893
COL21A1	3	0.9556	0.9559	1.0	15576	0	0.20981	0.044402	0.10766	0.884418	2050	3	0.20981
NDFIP1	4	0.9556	0.95547	1.0	15577	0	0.14648	0.3728	0.51937	1.0	8170	2	0.14648
NUP214	3	0.95562	0.95592	1.0	15578	0	0.22513	0.044384	0.10763	0.884418	2048	3	0.22513
PMM1	3	0.95571	0.956	1.0	15579	0	0.18175	0.04429	0.10743	0.884418	2046	3	0.18175
